Item No.	PART NUMBER	revision	QTY	Description	Material	Finish	Treatment	Colour	Comments	SecondProcess	Third Process	Author	Approved	Asset	SW-Folder Name(Folder Name)	SW-File Name(File Name)	SW-Configuration Name(Configuration Name)	Distributor	mass	DrawnDate	OEM_Internet	OEM_Supplier	OEM_Data_Sheet	Qb_Code	QB_Catergory	Sheet Metal Thickness	Spare_Part	Supplier_Part_Number
1.2.2.1.1.1.2	            AWS-A-009144	1	2	CONVEYOR CHEVRON TOP	UHMWPE	NATURAL			PROFILE CUT			FQ	CL	False	C:\AWS PDM\AWS\007000-014000\	AWS-A-009144	Default		3.6	14/05/2021						10	-	
1.2.2.1.1.1.2.1	              		1	Sheet	UHMWPE												Default		3.6							10		
1.2.2.1.1.1.3	            B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NZP		8	COUNTERSINK M6 X 20 SOCKET HEAD CAP SCREW - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NZP		0.006			Costless Bolts						
1.2.2.1.1.2	          AWS-B-004099	1	2	WELDED CROSS MEMBER	AS PER BOM	ZINC			WELDING			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-B-004099	Default		14.1	10/02/2021							-	
1.2.2.1.1.2.1	            AWS-A-004100	1	1	CROSS MEMEBER SECTION	MS - C350LO	NATURAL			CUTTING			MG	 	False	C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004100	Default<As Machined>		7.6	10/02/2021							-	
1.2.2.1.1.2.1.1	              		1	100x100x5 SHS	AS 1163-C350LO												Default<As Machined>		7.6									
1.2.2.1.1.2.2	            AWS-A-003103	4	2	CROSS MEMBER PLATE	MS - GR250	NATURAL			LASERCUT			MF	CL		C:\AWS PDM\AWS\	AWS-A-003103	Default		3.2	30/01/2020						10	-	
1.2.2.1.1.2.2.1	              		1	Sheet	MS - GR250												Default		3.2							10		
1.2.2.1.1.3	          AWS-Z-004101	1	1	CONVEYOR HEAD ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MG	 		C:\AWS PDM\AWS Modules\Conveyors\Head and Tails\	AWS-Z-004101	Default		55.9	10/02/2021							-	
1.2.2.1.1.3.1	            AWS-B-004102	1	1	CONVEYOR HEAD PAINTED	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MG	 		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-B-004102	Default		10.4	10/02/2021							-	
1.2.2.1.1.3.1.1	              AWS-B-004103	1	1	CONVEYOR HEAD WELDMENT	AS PER BOM	NATURAL			WELDING			MG	 		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-B-004103	Default		10.4	10/02/2021							-	
1.2.2.1.1.3.1.1.1	                AWS-A-004104	1	1	SLIDER DECK HEAD	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	 		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004104	Default		10.2	10/02/2021						3	-	
1.2.2.1.1.3.1.1.1.1	                  		1	Sheet	MS - GR250												Default		10.2							3		
1.2.2.1.1.3.1.1.2	                DIN 929-M6-N		4	M6 HEX WELD NUT MS - DIN929	Material <not specified>	NATURAL			Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\nuts\Weld Nuts\	weld nut 01_1_din	DIN 929-M6-N		0.0			Costless Bolts						
1.2.2.1.1.3.1.1.3	                AS 1111.2 - M12 x 45-NNSS		4	M12 x 45 MACHINE SCREW STAINLESS STEEL	Stainless Steel				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M12 x 45-NNSS		0.1			Costless Bolts						
1.2.2.1.1.3.2	            AWS-B-004105	1	1	500 DRIVE DRUM LAGGED	AS PER BOM	NATURAL			casting			MG	 		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-B-004105	Default		17.6	10/02/2021							-	
1.2.2.1.1.3.2.1	              AWS-A-004106	2	1	500 DRIVE DRUM	MS - GR250	NATURAL			WELDING	MACHINE		MG	CL	False	C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004106	Default<As Machined>		14.8	10/02/2021							NO	
1.2.2.1.1.3.2.1.1	                		1	40mm shaft	MS - GR250				Machined								Default<As Machined>		3.8									
1.2.2.1.1.3.2.1.2	                		2	6mm Disc	MS - GR250				Laser Cut								Default<As Machined>		0.6									
1.2.2.1.1.3.2.1.3	                		1	DN100 Pipe SCh40s	MS - GR250				Cut to Length								Default<As Machined>		9.8									
1.2.2.1.1.3.3	            AWS-B-003310	3	1	MOTOR TOUQUE ARM PAINTED	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-003310	Default		1.9	30/01/2020							-	
1.2.2.1.1.3.3.1	              AWS-A-003134	3	1	MOTOR TORQUE ARM	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003134	Default		1.9	30/01/2020						8	-	
1.2.2.1.1.3.3.1.1	                		1	Sheet	MS - GR250												Default		1.9							8		
1.2.2.1.1.3.4	            AWS-A-004108	1	1	CONVEYOR CHEVRON TOP	UHMWPE	NATURAL			PROFILE CUT			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004108	Default		1.1	10/02/2021						10	-	
1.2.2.1.1.3.4.1	              		1	Sheet	UHMWPE												Default		1.1							10		
1.2.2.1.1.3.5	            AWS-A-004109	1	1	CONVEYOR CHEVRON TOP	UHMWPE	NATURAL			PROFILE CUT			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004109	Default		1.1	10/02/2021						10	-	
1.2.2.1.1.3.5.1	              		1	Sheet	UHMWPE												Default		1.1							10		
1.2.2.1.1.3.6	            AWS-A-003236	3	1	TORQUE ARM BUSH	MS - C350LO	NATURAL			MACHINE			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003236	Default		0.7	30/01/2020							-	
1.2.2.1.1.3.7	            AWS-Z-003235	3	1	CONVEYOR HELICAL-WORM GEARMOTOR	AS PER BOM	NATURAL			PURCHASE			MF	CT1		C:\AWS PDM\AWS\	AWS-Z-003235	270 Deg		21.0	30/01/2020							-	
1.2.2.1.1.3.7.1	              OEM-SA47_TDRN80MK4	-	1	HELICAL-WORM GEARMOTOR	AS PER DATA SHEET	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1021. Geared Motor\	OEM-SA47_TDRN80MK4	270 deg	SEW	21.0	19/09/2019	https://www.sew-eurodrive.com.au/home.html	SEW	file:///W:/Solidworks/Proprietry/3%20QBooks%20Cat/OEM%20Data%20Sheets/1021_SA47_TDRN80MK4_ProductData_en_DE.pdf	1021	Geared Motor		YES	SA47_TDRN80MK4
1.2.2.1.1.3.8	            B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		6	CSK M6 X 20 SS SOCKET HEAD SCREW 	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		0.006			Costless Bolts						
1.2.2.1.1.3.9	            OEM-UCFL205	-	2	BEARING UCFL205	Gray Cast Iron	NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1003. Bearings\	OEM-UCFL	OEM-UCFL205		0.72	20/03/2019	http://bearingwholesalers.com.au/product-listing/	BEARING WHOLESALERS	https://cad.timken.com/viewitems/u-series---two-bolt-flanged-units/ucfl-two-bolt-flange-units	1051	Transmission		YES	UCFL205
1.2.2.1.1.3.10	            AS 1237.1 N - 12MS		4	M12 WASHER ZINC	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 12MS		0.0			Costless Bolts						
1.2.2.1.1.3.11	            GB_FASTENER_WASHER_WSLW 12ZP		4	M12 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 12ZP		0.00			Costless Bolts						
1.2.2.1.1.3.12	            AS 1112.1 S1 - M12-D-NZP		4	M12 HEX NUT Z/P	316 SS				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M12-D-NZP		0.017			Costless Bolts						
1.2.2.1.1.3.13	            AS 1237.1 N - 10ZP		2	M10 FLAT WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 10ZP		0.0			Costless Bolts						
1.2.2.1.1.3.14	            GB_HEXAGON_TYPE9 M10-SSS		1	M10 Nyloc Nut - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M10-SSS		0.0			Costless Bolts						
1.2.2.1.1.3.15	            AS 1111.1 - M10 x 120 x 26-NNZP		1	M10 X 120 X 26 HEX HEAD BOLT ZP	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\hex head\	hex bolt gradec_1_as	AS 1111.1 - M10 x 120 x 26-NNZP		0.0852			Costless Bolts						
1.2.2.1.1.3.16	            OEM-ISO325PYS		1	ISO ENCLOSED SWITCH 3P 25A		NATURAL			PURCHASE			DMG			C:\AWS PDM\OEM\1058. Electrical\	OEM-ISO325PYS	Default	REXEL	0.4	26/07/2021	https://www.nhp.com.au/Catalogs/NHP_AU_Catalog/NHP_AU_Catalog-Categories/NHP_AU_Catalog-217587/NHP_AU_Catalog-387/NHP_AU_Catalog-764/NHP_AU_Catalog-856/ISO325PYS	NHP	W:\Solidworks\Proprietry\3 QBooks Cat\OEM Data Sheets\ISO325PYS-227685-datasheet.pdf	1058	Electrical		YES	ISO325PYS
1.2.2.1.1.3.17	            AWS-A-003294	1	4	M16 TO M12 X 13 BEARING BOLT REDUCER SLEEVE	Delrin - White	NATURAL			MACHINE			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003294	Default		0.0	30/01/2020							-	
1.2.2.1.1.4	          AWS-Z-004110	1	1	CONVEYOR TAKE UP ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			DG	DG		C:\AWS PDM\AWS Modules\Conveyors\Head and Tails\	AWS-Z-004110	Min		40.0	10/02/2021							-	
1.2.2.1.1.4.1	            AWS-B-004111	1	1	CONVEYOR TAIL PAINTED	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-B-004111	Default		10.3	10/02/2021							-	
1.2.2.1.1.4.1.1	              AWS-B-004112	1	1	CONVEYOR TAIL WELDMENT	AS PER BOM	NATURAL			WELDING			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-B-004112	Default		10.3	10/02/2021							-	
1.2.2.1.1.4.1.1.1	                AWS-A-004113	1	1	TAKE UP END	MS - GR250	NATURAL			LASERCUT	FOLDING		MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004113	Default		10.3	10/02/2021						3	-	
1.2.2.1.1.4.1.1.1.1	                  		1	Sheet	MS - GR250												Default		10.3							3		
1.2.2.1.1.4.1.1.2	                DIN 929-M6-N		4	M6 HEX WELD NUT MS - DIN929	Material <not specified>	NATURAL			Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\nuts\Weld Nuts\	weld nut 01_1_din	DIN 929-M6-N		0.0			Costless Bolts						
1.2.2.1.1.4.2	            AWS-Z-004114	1	2	510 X 80 ROLLER ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-Z-004114	Default		6.4	10/02/2021							-	
1.2.2.1.1.4.2.1	              AWS-A-004115	1	1	ROLLER SHAFT	SS304	NATURAL			MACHINE			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004115	Default		3.3	10/02/2021							-	
1.2.2.1.1.4.2.2	              AWS-A-004116	1	1	510 X 80 ROLLER	Acetal White	NATURAL			MACHINE			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004116	Default		2.8	10/02/2021							-	
1.2.2.1.1.4.2.3	               6006-2RS		2	RADIAL DEEP GROOVE BEARING D30 X d55 X W13	Stainless Steel				Purchase						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bearings\ball bearings\	radial ball bearing_68_1_din	DIN 625 - 6006 - 14,SI,NC,14_68		140.602			Bearing Wholesalers					Yes	
1.2.2.1.1.4.2.4	              Circlip DIN 471 - 30 x 1.5SS		2	EXT CIRCLIP 30 DIA X 1.5 STAINLESS STEEL	Stainless Steel				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\retaining rings\external\	circlip for shafts normal_1_din	Circlip DIN 471 - 30 x 1.5SS		0.000			Costless Bolts						
1.2.2.1.1.4.3	            AWS-B-003094	3	1	TAKE UP ASSEMBLYSUB PLATE	AS PER BOM	ZINC			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-003094	Default		2.6	30/01/2020							-	
1.2.2.1.1.4.3.1	              AWS-A-003093	3	1	TAKE UP MOUNTING PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003093	Default		2.3	30/01/2020						8	-	
1.2.2.1.1.4.3.1.1	                		1	Sheet	MS - GR250												Default		2.3							8		
1.2.2.1.1.4.3.2	              AWS-A-003232	3	2	JACKING PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003232	Default		0.1	30/01/2020						8	-	
1.2.2.1.1.4.3.2.1	                		1	Sheet	MS - GR250												Default		0.1							8		
1.2.2.1.1.4.3.3	              AWS-A-003231	3	2	SCREW END JACKING PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003231	Default		0.1	30/01/2020						8	-	
1.2.2.1.1.4.3.3.1	                		1	Sheet	MS - GR250												Default		0.1							8		
1.2.2.1.1.4.4	            AWS-B-003081	3	1	TAKE UP ASSEMBLYSUB PLATE	AS PER BOM	ZINC			WELDING			MF	CT1		C:\AWS PDM\AWS\	AWS-B-003081	Default		3.1	30/01/2020							-	
1.2.2.1.1.4.4.1	              AWS-A-003080	3	1	TAKE UP MOUNTING PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003080	Default		2.8	30/01/2020						8	-	
1.2.2.1.1.4.4.1.1	                		1	Sheet	MS - GR250												Default		2.8							8		
1.2.2.1.1.4.4.2	              AWS-A-003079	3	2	JACKING PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003079	Default		0.1	30/01/2020						8	-	
1.2.2.1.1.4.4.2.1	                		1	Sheet	MS - GR250												Default		0.1							8		
1.2.2.1.1.4.4.3	              AWS-A-003078	3	2	SCREW END JACKING PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003078	Default		0.1	30/01/2020						8	-	
1.2.2.1.1.4.4.3.1	                		1	Sheet	MS - GR250												Default		0.1							8		
1.2.2.1.1.4.5	            AS 1237.1 N - 12ZP		4	M12 FLAT WASHER Z/P	Plain Carbon Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 12ZP		0.0			Costless Bolts						
1.2.2.1.1.4.6	            AS 1237.1 N - 8ZP		8	M8 FLAT WASHER Z/P	Mild Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 8ZP		0.0			Costless Bolts						
1.2.2.1.1.4.7	            AWS-B-003304	4	4	JACKING BOLTS ASSEMBLY	AS PER BOM	NATURAL			MACHINE			MF	CL	False	C:\AWS PDM\AWS\	AWS-B-003304	Default		0.1	30/01/2020							-	
1.2.2.1.1.4.7.1	              AWS-A-003305	3	1	CONVEYOR DRUM HEIGHT ADJUSTER	12mm Stainless Steel Allthread	NATURAL			MACHINE			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003305	Default		0.1	30/01/2020							-	
1.2.2.1.1.4.7.2	              AS 1112.1 S1 - M12-D-NSS		1	M12 HEX NUT STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M12-D-NSS		0.017			Costless Bolts						
1.2.2.1.1.4.7.3	              DIN EN 28752 - 5 x 26 - St		1	M5 X 26 SPRING PIN Z/P											c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\pins\spring\	springspring pin slotted_din	DIN EN 28752 - 5 x 26 - St					Costless Bolts						
1.2.2.1.1.4.8	            GB_HEXAGON_TYPE9 M8-SZP		4	M8 NYLOC NUT - Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\nyloc\	prevailing torque type style 1_gb	GB_HEXAGON_TYPE9 M8-SZP		0.00			Costless Bolts						
1.2.2.1.1.4.9	            AWS-B-003209	4	2	CONVEYOR TAKEUP COVER - PAINTED	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MF	CL		C:\AWS PDM\AWS\	AWS-B-003209	Default		1.0	30/01/2020							-	
1.2.2.1.1.4.9.1	              AWS-A-003099	5	1	COVER	MS - GR250	NATURAL			LASERCUT	FOLDING	WELDING	MF	CL	False	C:\AWS PDM\AWS\	AWS-A-003099	Default		1.0	30/01/2020						2	-	
1.2.2.1.1.4.9.1.1	                		1	Sheet	MS - GR250												Default		1.0							2		
1.2.2.1.1.4.10	            AS 1237.1 N - 6SS		8	M6 FLAT WASHER - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 6SS		0.0			Costless Bolts						
1.2.2.1.1.4.11	            GB_FASTENER_WASHER_WSLW 6SS		8	M6 Spring Washer Stainless Steel	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 6SS		0.00			Costless Bolts						
1.2.2.1.1.4.12	            AWS-A-004117	1	1	CONVEYOR CHEVRON TOP	UHMWPE	NATURAL			PROFILE CUT			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004117	Default		1.0	10/02/2021						10	-	
1.2.2.1.1.4.12.1	              		1	Sheet	UHMWPE												Default		1.0							10		
1.2.2.1.1.4.13	            AWS-A-004118	1	1	CONVEYOR CHEVRON TOP	UHMWPE	NATURAL			PROFILE CUT			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004118	Default		1.0	10/02/2021						10	-	
1.2.2.1.1.4.13.1	              		1	Sheet	UHMWPE												Default		1.0							10		
1.2.2.1.1.4.14	            B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		4	CSK M6 X 20 SS SOCKET HEAD SCREW 	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 20 Socket FCHS  -- 20NSS		0.006			Costless Bolts						
1.2.2.1.1.4.15	            AS 1111.2 - M10 x 20-NNZP		6	M10 x 20 MACHINE SCREW - ZP	Zinc Plate				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M10 x 20-NNZP		0.0246			Costless Bolts						
1.2.2.1.1.4.16	            GB_FASTENER_WASHER_WSLW 10ZP		6	M10 SPRING WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 10ZP		0.00			Costless Bolts						
1.2.2.1.1.4.17	            AS 1237.1 N - 10ZP		6	M10 FLAT WASHER Z/P	Zinc Plate				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 10ZP		0.0			Costless Bolts						
1.2.2.1.1.4.18	            AWS-Z-004119	1	1	310 X 80 TAIL ROLLER ASSEMBLY	AS PER BOM	NATURAL			ASSEMBLY			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-Z-004119	Default		6.0	10/02/2021							-	
1.2.2.1.1.4.18.1	              AWS-A-004126	1	1	TAIL ROLLER SHAFT	SS304	NATURAL			MACHINE			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004126	Default		3.1	10/02/2021							-	
1.2.2.1.1.4.18.2	              AWS-A-004116	1	1	510 X 80 ROLLER	Acetal White	NATURAL			MACHINE			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004116	Default		2.8	10/02/2021							-	
1.2.2.1.1.4.18.3	              DIN 625 - 6006 - 14,SI,NC,14_68ST		2	RADIAL DEEP GROOVE BEARING D30 X d55 X W13	Steel				Purchase						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bearings\ball bearings\	radial ball bearing_68_1_din	DIN 625 - 6006 - 14,SI,NC,14_68ST		17.510			Bearing Wholesalers					Yes	
1.2.2.1.1.4.18.4	              Circlip DIN 471 - 30 x 1.5SS		2	EXT CIRCLIP 30 DIA X 1.5 STAINLESS STEEL	Stainless Steel				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\retaining rings\external\	circlip for shafts normal_1_din	Circlip DIN 471 - 30 x 1.5SS		0.000			Costless Bolts						
1.2.2.1.1.4.18.5	              AS 1111.2 - M6 x 45-NNSS		2	M6 x 45 MACHINE SCREW STAINLESS STEEL	Stainless Steel				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M6 x 45-NNSS		0.0			Costless Bolts						
1.2.2.1.1.4.18.6	              AS 1112.1 S1 - M6-D-NSS		2	M6 HEX NUT - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\nuts\hex nuts\	hexagon nut style 1 (grades a and b)_as	AS 1112.1 S1 - M6-D-NSS		0.003			Costless Bolts						
1.2.2.1.1.4.19	            B18.3.4M - 6 x 1.0 x 20 SBHCS --NSS		8	M6 X 20 SOCKET BUTTON HEAD CAP SCREW - SS	Stainless Steel				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\socket head screws\	socket button head cap screw_1_am	B18.3.4M - 6 x 1.0 x 20 SBHCS --NSS		0.006			Costless Bolts						
1.2.2.1.1.4.20	            AWS-B-003299	2	2	DRUM KEEPER PLATE - PAINTED	AS PER BOM	POWDERCOAT		PEARL WHITE - GLOSS: 236,242,241	PAINT			MF	CT1		C:\AWS PDM\AWS\	AWS-B-003299	Default		0.0	30/01/2020							-	
1.2.2.1.1.4.20.1	              AWS-A-003466	2	1	DRUM KEEPER PLATE	MS - GR250	NATURAL			LASERCUT			MF	CT1		C:\AWS PDM\AWS\	AWS-A-003466	Default		0.0	30/01/2020						3	-	
1.2.2.1.1.4.20.1.1	                		1	Sheet	MS - GR250												Default		0.0							3		
1.2.2.1.1.5	          AWS-A-004120	1	4	SLIDE	Acetal White	NATURAL			PROFILE CUT			MG	DG		C:\AWS PDM\Legacy Transfer\Conveyor\	AWS-A-004120	Default		0.7	10/02/2021						30	-	
1.2.2.1.1.5.1	            		1	Sheet	Acetal White												Default		0.7							30		
1.2.2.1.1.6	          B18.3.5M - 6 x 1.0 x 16 Socket FCHS  -- 16NSS		8	CSK M6x16 SOCKET HEAD SCREW - SS	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\bolts and screws\socket head screws\	socket countersunk head screw_1_am	B18.3.5M - 6 x 1.0 x 16 Socket FCHS  -- 16NSS		4.673			Costless Bolts						
1.2.2.1.1.7	          AS 1237.1 N - 12SS		32	M12 FLAT WASHER STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\plain washers\	plain washer - normal_1_as	AS 1237.1 N - 12SS		0.0			Costless Bolts						
1.2.2.1.1.8	          GB_FASTENER_WASHER_WSLW 12SS		32	M12 SPRING WASHER STAINLESS STEEL	Stainless Steel				Fasteners						c:\aws pdm\solidworks data\toolbox\browser\aws toolbox\washers\spring lock washers\	wave single coil spring lock washers_gb	GB_FASTENER_WASHER_WSLW 12SS		0.00			Costless Bolts						
1.2.2.1.1.9	          AS 1111.2 - M12 x 30-NNSS		32	M12 x 30 MACHINE SCREW STAINLESS STEEL	Stainless Steel				Fasteners						C:\AWS PDM\Solidworks Data\Toolbox\browser\AWS Toolbox\bolts and screws\machine screws\	hex screw gradec_1_as	AS 1111.2 - M12 x 30-NNSS		0.0			Costless Bolts						
1.2.2.1.1.10	          AWS-A-009145		1	ACCUMULATING CONVEYOR BELT '500'	Ropanyl EM 8/2 00+02 LIGHT BLUE 	NATURAL			PURCHASE			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-A-009145	Min Belt Length		4.4	14/05/2021							-	
1.2.2.1.1.11	          AWS-Z-010211		1	PE REFLECTIVE KIT	PER BOM	NATURAL			ASSEMBLY						C:\AWS PDM\AWS\007000-014000\	AWS-Z-010211	Default		0.1	18/08/2021							-	
1.2.2.1.1.11.1	            AWS-A-010215	1	2	CONVEYOR PE BRACKET	SS304	NATURAL			LASERCUT			FQ	CL		C:\AWS PDM\AWS\007000-014000\	AWS-A-010215	Default		0.1	18/08/2021						2	-	
1.2.2.1.1.11.1.1	              		1	Sheet	SS304												Default		0.1							2		
1.2.2.1.1.11.2	            OEM-E3FA-TP21-D	1	1	SENSOR THROUGH BEAM - RECEIVER	AS PER BOM	NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-D	Default	OMRON	11.32	02/10/2020				1046	Sensors		YES	E3FA-TP21-D
1.2.2.1.1.11.3	            OEM-E3FA-TP21-L	1	1	SENSOR, THROUGH BEAM, EMMITER		NATURAL			PURCHASE			DMG	 		C:\AWS PDM\OEM\1046. Sensors\	OEM-E3FA-TP21-L	Default	OMRON		02/10/2020				1046	Sensors		YES	E3FA-TP21-L
1.2.2.1.2	        AWS-Z-009128		4	FRONT FOOT ASSY.	AS PER BOM	NATURAL			ASSEMBLY			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-Z-009128	Default		11.0	14/05/2021							-	
1.2.2.1.2.1	          AWS-B-009131		1	FRONT FOOT WELDMENT	AS PER BOM	ZINC			WELDING			FQ			C:\AWS PDM\AWS\007000-014000\	AWS-B-009131	Default		11.0	14/05/2021							-	
